Darija,English
في ذاك الوقت، تقريبا شي 100 مواطن دارو لهم الإخلاء من المنطقة.,"At the time, nearly 100 residents were evacuated from the area."
في التالي، باين انه كاين تنافس مابين الناس اللي كيوفروا بلايص ديال المباتة والفطور على جوج حاجات مهمين هما المباتة والفطور.,"At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast."
يقدر الرياضيين يحسوا أنهم كيفضلوا شي منتوج حتى لو ما كانش كيوفر لهم شي فوائد حقيقية.,Athletes may feel that they prefer a product even when it provides no real benefits.
"اضطراب نقص الانتباه ""هو متلازمة عصبية عندها ثلاثة ديال الأعراض تقليدية وهي الاندفاع والتشتت وفرط النشاط أو الطاقة الزائدة"".","Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy""."
رفضت حكومة أستراليا المحافظة اللي فاتت التصديق على بروتوكول كيوتو على أساس أنه غادي يضر الاقتصاد حيث كيعتمد بشكل كبير على صادرات الفحم، رغم انها ما لزماتش دول بحال الهند والصين بأهداف للحد من الانبعاثات.,"Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets."
وما هضراتش السلطات رسمياً غير شوية باش تأكد الاعتقال اللي وقع هاذ النهار.,Authorities said little officially beyond confirming today's arrest.
اللغات اللي كتساعد هي لغات مصنعة أو مبنية داروها باش يسهلوا التواصل بين الشعوب اللي تقدر تلقى صعوبة في التواصل في هاذ الحالة.,Auxiliary languages are artificial or constructed languages created with the intent of facilitating communication between peoples who would otherwise have difficulty communicating.
الانهيارات الثلجية تقدر توقع في أي وقت. والمنحدرات شديدة الانحدار ما يمكنلهاش تحتفظ بقدر كبير من الثلج، وغادي تنزل الأحجام الزائدة على شكل انهيارات ثلجية.,"Avalanches are not an abnormality; steep slopes can hold only so much slow, and the excess volumes will come down as avalanches."
"على حسب الراهب بارتولومي دي لاس كاساس (معاهدة جزر الهند)، الغزاة السيليون قتلوا تقريبا شي 100,000 من شعب التاينوس ما بين عام 1492 و1498.","Based on Fray Bartolomé de las Casas (Tratado de las Indias) between 1492 and 1498 the Spanish conquerors killed around 100,000 Taínos."
غادي تدير في الأول إخطارات كتعرض فيها المساعدة ديالك، وغادي تدوز على الأرصفة، وتقرب من الناس اللي كينظفو المراكب ديالهم، وتحاول تهضر مع البحارة في البار، وهكا.,"Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc."
في الأساس، كتنقسم لجوج فئات: إما تخدم وانت مسافر أو تحاول تقلل من المصاريف ديالك. كتركز هاذ المقالة على هاذ الأخير.,"Basically, they fall into two categories: Either work while you travel or try and limit your expenses. This article is focused on the latter."
باتن وصل للمركز 190 في القائمة ديال أغنى 400 أمريكي في عام 2008 ووصلات الثروة دياله لـ 2.3 مليار دولار.,Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.
متقلقش راه بمجرد ما غادي توصل للمراسي، غادي يكون كل شيء واضح مزيان. غادي تتلاقي ناس آخرين راكبين في المركب وغادي يشاركوا معلوماتهم معك.,Be assured that once you hit the marinas everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you.
تأكد باللي الوكيل اللي غادي تحجز عنده متخصص في جزر غالاباغوس وكيعرف مزيان مجموعة متنوعة ديال السفن.,Be sure the agent through whom you book is a Galapagos specialist with a good knowledge of a wide variety of ships.
غالبًا ما كتكون الشواطئ والمتنزهات والمخيمات هي البلايص اللي كيمشيوا لها السياح الترفيهيون بزاف.,"Beaches, theme parks and camp grounds are often the most common places frequented by recreational tourists."
